,Customer_ID,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Payday Loan,Credit-Builder Loan,Mortgage Loan,Debt Consolidation Loan,Student Loan,Home Equity Loan,Auto Loan,Personal Loan,Not Specified,Credit_Score,Payment_of_Min_Amount
26,CUS_0xb891,March,55,Entrepreneur,30689.89,2612.490833,2,5,4,1,3,9.0,1.99,4.0,Good,632.46,32.30116343,17.416666666666668,16.41545166,83.4065088,High_spent_Medium_value_payments,411.4271229,0,0,0,0,0,0,0,0,1,2,
27,CUS_0xb891,April,55,Entrepreneur,30689.89,2612.490833,2,5,4,1,7,6.0,-2.01,4.0,Good,632.46,38.13234819,17.5,16.41545166,272.3340374,Low_spent_Small_value_payments,262.4995943,0,0,0,0,0,0,0,0,1,2,0.0
28,CUS_0xb891,May,55,Entrepreneur,30689.89,2612.490833,2,5,4,1,5,6.0,-1.01,4.0,Good,632.46,41.15431655,17.583333333333332,16.41545166,10000.0,Low_spent_Large_value_payments,359.3749155,0,0,0,0,0,0,0,0,1,2,0.0
29,CUS_0xb891,June,55,,30689.89,2612.490833,2,5,4,1,5,6.0,-3.01,4.0,,632.46,27.44542179,17.666666666666668,16.41545166,84.95284817,High_spent_Small_value_payments,419.8807835,0,0,0,0,0,0,0,0,1,2,0.0
30,CUS_0xb891,July,55,Entrepreneur,30689.89,2612.490833,2,5,4,1,5,,1.99,4.0,Good,632.46,26.05639528,17.75,16.41545166,71.28367488,Low_spent_Large_value_payments,443.5499568,0,0,0,0,0,0,0,0,1,2,0.0
31,CUS_0xb891,August,55,Entrepreneur,30689.89,2612.490833,2,5,4,100,4,9.0,1.99,4.0,Good,632.46,27.33251493,17.833333333333332,16.41545166,125.6172505,High_spent_Small_value_payments,379.2163811,0,0,0,0,0,0,0,0,1,2,0.0
32,CUS_0x1cdb,January,21,Developer,35547.71,2853.309167,7,5,5,0,5,,2.58,4.0,Standard,943.86,39.79776423,30.666666666666668,0.0,276.7253943,,288.6055223,0,0,0,0,0,0,0,0,0,2,1.0
33,CUS_0x1cdb,February,21,Developer,35547.71,,7,5,5,0,9,,2.58,4.0,Standard,943.86,27.02036025,30.75,0.0,74.44364105,High_spent_Medium_value_payments,460.8872756,0,0,0,0,0,0,0,0,0,2,
34,CUS_0x1cdb,March,21,Developer,35547.71,2853.309167,7,5,5,100,5,12.0,2.58,4.0,Standard,943.86,23.46230304,30.833333333333332,0.0,173.138651,Low_spent_Medium_value_payments,392.1922657,0,0,0,0,0,0,0,0,0,2,1.0
35,CUS_0x1cdb,April,21,Developer,35547.71,2853.309167,7,5,5,0,1,15.0,2.58,4.0,,943.86,28.92495378,30.916666666666668,0.0,96.78548509,High_spent_Medium_value_payments,438.5454316,0,0,0,0,0,0,0,0,0,2,1.0
36,CUS_0x1cdb,May,21,Developer,35547.71,2853.309167,7,5,5,0,9,17.0,2.58,4.0,,943.86,41.77618715,31.0,0.0,62.72327834,High_spent_Small_value_payments,482.6076383,0,0,0,0,0,0,0,0,0,2,1.0
37,CUS_0x1cdb,June,21,Developer,35547.71,,7,5,5,0,5,15.0,2.58,4.0,Standard,943.86,29.21755633,31.083333333333332,0.0,37.64363789,High_spent_Medium_value_payments,497.6872788,0,0,0,0,0,0,0,0,0,2,1.0
38,CUS_0x1cdb,July,21,Developer,35547.71,2853.309167,7,5,5,0,10,15.0,2.58,4.0,Standard,943.86,26.26382269,31.166666666666668,0.0,181.0119827,Low_spent_Small_value_payments,394.3189339,0,0,0,0,0,0,0,0,0,2,1.0
39,CUS_0x1cdb,August,21,Developer,35547.71,2853.309167,7,5,5,100,1,15.0,2.58,4.0,Standard,943.86,25.86292247,31.25,0.0,181.330901,High_spent_Small_value_payments,364.0000157,0,0,0,0,0,0,0,0,0,2,1.0
40,CUS_0x95ee,January,31,Lawyer,73928.46,,4,1288,8,0,12,10.0,10.14,2.0,Good,548.2,39.96268501,,15015.0,98.67440994,High_spent_Large_value_payments,740.1960901,0,0,0,0,0,0,0,0,0,1,0.0
41,CUS_0x95ee,February,31,,73928.46,5988.705,4,5,8,0,8,7.0,10.14,2.0,Good,548.2,42.7698644,32.0,0.0,172.9392145,Low_spent_Medium_value_payments,705.9312855,0,0,0,0,0,0,0,0,0,1,
42,CUS_0x95ee,March,31,Lawyer,73928.46,5988.705,4,5,8,0,8,7.0,10.14,2.0,Good,548.2,40.71218653,,0.0,150.0597343,High_spent_Medium_value_payments,698.8107657,0,0,0,0,0,0,0,0,0,1,0.0
43,CUS_0x95ee,April,31,Lawyer,73928.46,5988.705,4,5,8,0,8,7.0,10.14,2.0,Good,548.2,30.20165771,32.166666666666664,0.0,618.2023913,Low_spent_Small_value_payments,270.6681087,0,0,0,0,0,0,0,0,0,1,0.0
44,CUS_0x95ee,May,31,Lawyer,73928.46,5988.705,4,5,5318,0,11,7.0,10.14,2.0,,548.2,26.33331043,32.25,0.0,177.9518357,Low_spent_Large_value_payments,690.9186643,0,0,0,0,0,0,0,0,0,1,0.0
45,CUS_0x95ee,June,31,Lawyer,73928.46,5988.705,4,5,8,0,7,7.0,10.14,2.0,Good,548.2,35.27543652,,15515.0,235.790325,Low_spent_Large_value_payments,633.080175,0,0,0,0,0,0,0,0,0,1,0.0
46,CUS_0x95ee,July,31,Lawyer,73928.46,5988.705,4,5,8,0,8,4.0,9.14,2.0,,548.2,36.62479126,32.416666666666664,0.0,348.5093995,High_spent_Small_value_payments,510.3611005,0,0,0,0,0,0,0,0,0,2,0.0
47,CUS_0x95ee,August,31,Lawyer,73928.46,5988.705,4,5,8,0,8,7.0,10.14,,Good,548.2,31.58098967,32.5,0.0,42.63559025,,796.2349097,0,0,0,0,0,0,0,0,0,1,0.0
48,CUS_0x284a,January,33,Lawyer,131313.4,11242.78333,0,1,8,2,0,3.0,9.34,2.0,Good,352.16,32.200509,30.583333333333332,137.6446054,378.1712535,High_spent_Medium_value_payments,858.4624744,0,1,1,0,0,0,0,0,0,1,
49,CUS_0x284a,February,34,Lawyer,131313.4,11242.78333,0,1,8,2,-1,2.0,15.34,4.0,Good,352.16,31.98371001,30.666666666666668,137.6446054,698.8732707,High_spent_Small_value_payments,547.7604572,0,1,1,0,0,0,0,0,0,1,0.0
50,CUS_0x284a,March,34,Lawyer,131313.4,10469.20776,0,1,8,2,0,3.0,9.34,4.0,Good,352.16,31.8031345,30.75,911.2201793,188.0643211,High_spent_Large_value_payments,1038.569407,0,1,1,0,0,0,0,0,0,1,
51,CUS_0x284a,April,34,Lawyer,131313.4,10469.20776,0,1,8,2,0,2.0,8.34,4.0,Good,352.16,42.6457849,30.833333333333332,23834.0,337.4349563,High_spent_Medium_value_payments,899.1987716,0,1,1,0,0,0,0,0,0,1,0.0
52,CUS_0x284a,May,34,Lawyer,131313.4,10469.20776,0,1,8,2,0,4.0,9.34,4.0,Good,352.16,40.90251715,30.916666666666668,32662.0,263.3789089,High_spent_Large_value_payments,963.254819,0,1,1,0,0,0,0,0,0,1,0.0
53,CUS_0x284a,June,34,Lawyer,131313.4,,0,1,8,100,0,3.0,11.34,4.0,Good,352.16,41.98016961,31.0,911.2201793,86.56638801,High_spent_Large_value_payments,1140.06734,0,1,1,0,0,0,0,0,0,2,0.0
54,CUS_0x284a,July,34,Lawyer,10909427.0,,0,1,8,2,0,2.0,9.34,4.0,Good,352.16,26.94756515,31.083333333333332,911.2201793,930.3918978,,326.2418302,0,1,1,0,0,0,0,0,0,1,0.0
55,CUS_0x284a,August,34,Lawyer,131313.4,10469.20776,0,1,8,2,0,2.0,9.34,4.0,Good,352.16,29.18791265,31.166666666666668,911.2201793,870.5223817,Low_spent_Medium_value_payments,396.1113462,0,1,1,0,0,0,0,0,0,1,0.0
56,CUS_0x5407,January,7580,Media_Manager,34081.38,,8,7,15,3,30,11.0,17.13,5.0,Standard,1704.18,24.44806275,,70.47833267,162.4410092,Low_spent_Large_value_payments,298.1921581,0,0,0,0,1,0,1,0,1,3,
57,CUS_0x5407,February,30,Media_Manager,34081.38,2611.115,8,7,15,3,30,14.0,17.13,5.0,,1704.18,35.17116002,14.666666666666666,70.47833267,38.43698276,High_spent_Large_value_payments,392.1961846,0,0,0,0,1,0,1,0,1,3,1.0
58,CUS_0x5407,March,30,Media_Manager,34081.38,,8,7,15,3,31,14.0,17.13,5.0,Standard,1704.18,35.11155247,14.75,70.47833267,199.7207655,Low_spent_Large_value_payments,260.9124018,0,0,0,0,1,0,1,0,1,3,1.0
59,CUS_0x5407,April,30,,34081.38,2611.115,8,7,15,3,34,14.0,21.13,5.0,,1704.18,29.76215931,14.833333333333334,70.47833267,220.5521919,Low_spent_Small_value_payments,260.0809754,0,0,0,0,1,0,1,0,1,3,1.0
60,CUS_0x5407,May,30,,34081.38,2611.115,8,7,15,3,27,14.0,17.13,5.0,,1704.18,30.20621422,14.916666666666666,70.47833267,,High_spent_Large_value_payments,397.2283547,0,0,0,0,1,0,1,0,1,2,1.0
61,CUS_0x5407,June,30,Media_Manager,34081.38,2611.115,8,7,15,100,30,14.0,18.13,5.0,Standard,1704.18,31.17087232,15.0,70.47833267,,,410.6743661,0,0,0,0,1,0,1,0,1,2,1.0
62,CUS_0x5407,July,30,Media_Manager,34081.38,,8,7,15,3,30,11.0,17.13,5.0,Standard,1704.18,38.43850508,15.083333333333334,70.47833267,55.45978064,High_spent_Small_value_payments,395.1733867,0,0,0,0,1,0,1,0,1,2,
63,CUS_0x5407,August,30,Media_Manager,34081.38,2611.115,8,7,15,3,30,14.0,17.13,9.0,,1704.18,33.82348834,15.166666666666666,70.47833267,29.32636371,High_spent_Medium_value_payments,411.3068036,0,0,0,0,1,0,1,0,1,3,1.0
64,CUS_0x4157,January,23,Doctor,114838.41,9843.8675,2,5,7,100,13,11.0,8.24,3.0,Good,1377.74,33.66455429,21.333333333333332,226.8927919,215.1935159,High_spent_Small_value_payments,802.3004421,0,0,0,1,0,0,1,1,0,1,0.0
65,CUS_0x4157,February,23,Doctor,114838.41,9843.8675,2,5,7,3,14,8.0,,3.0,Good,1377.74,27.62632549,21.416666666666668,226.8927919,212.2356022,High_spent_Large_value_payments,785.2583559,0,0,0,1,0,0,1,1,0,1,
66,CUS_0x4157,March,23,Doctor,114838.41,,2,5,7,3,11,11.0,,3.0,Good,1377.74,35.1415673,21.5,226.8927919,470.3857957,High_spent_Small_value_payments,547.1081624,0,0,0,1,0,0,1,1,0,1,
67,CUS_0x4157,April,23,Doctor,114838.41,,2,5,7,3,11,14.0,8.24,8.0,Good,1377.74,30.45903184,21.583333333333332,226.8927919,225.0820495,,772.4119086,0,0,0,1,0,0,1,1,0,1,0.0
68,CUS_0x4157,May,23,Doctor,114838.41,9843.8675,2,5,7,3,11,11.0,11.24,8.0,Good,1377.74,29.81918663,21.666666666666668,226.8927919,649.8093642,High_spent_Small_value_payments,367.6845939,0,0,0,1,0,0,1,1,0,2,0.0
69,CUS_0x4157,June,24,Doctor,114838.41,9843.8675,2,5,7,3,13,14.0,8.24,8.0,,1377.74,26.11421387,21.75,226.8927919,546.3805705,,491.1133876,0,0,0,1,0,0,1,1,0,1,
70,CUS_0x4157,July,24,Doctor,114838.41,9843.8675,2,5,7,3,11,,8.24,8.0,Good,1377.74,31.76751565,21.833333333333332,226.8927919,215.4682977,High_spent_Medium_value_payments,792.0256603,0,0,0,1,0,0,1,1,0,1,0.0
71,CUS_0x4157,August,24,Doctor,114838.41,9843.8675,2,5,7,3,11,11.0,8.24,8.0,Good,1377.74,27.81335364,21.916666666666668,226.8927919,254.5717672,High_spent_Large_value_payments,742.9221908,0,0,0,1,0,0,1,1,0,2,0.0
72,CUS_0xba08,January,44,Journalist,31370.8,2825.233333,0,5,12,2,4,0.0,5.76,2.0,Good,421.43,29.51935256,,46.61612907,154.3527811,High_spent_Small_value_payments,341.5544232,1,0,0,0,0,0,0,0,1,1,
73,CUS_0xba08,February,44,Journalist,31370.8,2825.233333,1,6,12,2,2,0.0,-1.24,2.0,Good,421.43,28.22048096,26.5,46.61612907,298.7444693,Low_spent_Small_value_payments,227.1627349,1,0,0,0,0,0,0,0,1,1,0.0
74,CUS_0xba08,March,44,Journalist,31370.8,2825.233333,1,6,12,2,-2,0.0,1.76,5.0,Good,421.43,31.04641791,26.583333333333332,46.61612907,140.820696,Low_spent_Medium_value_payments,375.0865083,1,0,0,0,0,0,0,0,1,1,0.0
75,CUS_0xba08,April,44,Journalist,31370.8,2825.233333,1,6,12,2,1,0.0,5.76,5.0,,421.43,30.1680304,26.666666666666668,46.61612907,233.6055264,Low_spent_Small_value_payments,292.3016778,1,0,0,0,0,0,0,0,1,1,0.0
76,CUS_0xba08,May,44,Journalist,31370.8,2825.233333,1,6,12,2,1,0.0,5.76,5.0,,421.43,25.18923173,26.75,16415.0,184.7005716,Low_spent_Small_value_payments,341.2066326,1,0,0,0,0,0,0,0,1,1,0.0
77,CUS_0xba08,June,44,Journalist,31370.8,2825.233333,1,6,12,2,1,0.0,5.76,5.0,Good,421.43,25.50246855,,46.61612907,137.7174249,Low_spent_Medium_value_payments,378.1897794,1,0,0,0,0,0,0,0,1,1,0.0
78,CUS_0xba08,July,45,Journalist,31370.8,2825.233333,1,6,12,100,-1,2.0,5.76,5.0,Good,421.43,22.76220217,26.916666666666668,46.61612907,188.3949005,Low_spent_Small_value_payments,337.5123038,1,0,0,0,0,0,0,0,1,1,0.0
79,CUS_0xba08,August,45,Journalist,31370.8,,1,6,12,2,-2,2.0,5.76,5.0,,421.43,37.56505277,27.0,46.61612907,252.6448272,Low_spent_Small_value_payments,273.2623771,1,0,0,0,0,0,0,0,1,1,0.0
80,CUS_0xa66b,January,40,Teacher,33751.27,2948.605833,5,5,20,3,16,20.0,11.0,4.0,Standard,1328.93,37.08907565,19.166666666666668,65.00817429,117.3066971,High_spent_Medium_value_payments,362.5457119,0,1,0,0,0,0,1,1,0,2,
81,CUS_0xa66b,February,40,Teacher,33751.27,2948.605833,5,5,20,3,16,20.0,11.0,4.0,Standard,1328.93,30.90808063,19.25,65.00817429,70.13107792,High_spent_Large_value_payments,399.7213311,0,1,0,0,0,0,1,1,0,2,1.0
82,CUS_0xa66b,March,40,,33751.27,,5,5,20,3,16,20.0,11.0,8.0,Standard,1328.93,38.03072168,19.333333333333332,65.00817429,270.1825822,Low_spent_Large_value_payments,229.6698268,0,1,0,0,0,0,1,1,0,2,1.0
83,CUS_0xa66b,April,40,Teacher,33751.27,2948.605833,5,5,20,3,17,22.0,11.0,8.0,Standard,1328.93,23.40441278,19.416666666666668,65.00817429,25.19256191,High_spent_Large_value_payments,444.6598471,0,1,0,0,0,0,1,1,0,2,1.0
84,CUS_0xa66b,May,40,Teacher,33751.27,2948.605833,5,5,20,3,16,20.0,8.0,8.0,Standard,1328.93,29.07375818,19.5,65.00817429,243.3296848,Low_spent_Small_value_payments,276.5227243,0,1,0,0,0,0,1,1,0,2,1.0
85,CUS_0xa66b,June,40,Teacher,33751.27,2948.605833,5,5,20,3,16,20.0,11.0,8.0,Standard,1328.93,32.78263673,19.583333333333332,65.00817429,72.86008181,High_spent_Medium_value_payments,406.9923272,0,1,0,0,0,0,1,1,0,2,1.0
86,CUS_0xa66b,July,40,Teacher,33751.27,2948.605833,5,5,20,3,16,20.0,11.0,8.0,Standard,1328.93,35.58400505,19.666666666666668,65.00817429,35.42716954,,444.4252395,0,1,0,0,0,0,1,1,0,2,1.0
87,CUS_0xa66b,August,41,Teacher,33751.27,2948.605833,5,5,20,3,16,17.0,11.0,8.0,Standard,1328.93,31.13948358,,65.00817429,25.96961191,High_spent_Large_value_payments,443.8827971,0,1,0,0,0,0,1,1,0,2,1.0
88,CUS_0xc0ab,January,32,Engineer,88640.24,7266.686667,3,6,1,2,-1,0.0,3.51,3.0,Good,950.36,28.21061721,25.416666666666668,135.173371,98.93176402,High_spent_Large_value_payments,732.5635317,1,0,0,0,0,0,0,0,0,2,0.0
89,CUS_0xc0ab,February,33,Engineer,88640.24,7266.686667,3,6,433,2,4,2.0,3.51,3.0,Good,950.36,41.03616828,25.5,135.173371,157.1747883,High_spent_Large_value_payments,674.3205074,1,0,0,0,0,0,0,0,0,1,
90,CUS_0xc0ab,March,33,Engineer,88640.24,7266.686667,3,6,1,2,4,0.0,3.51,3.0,Good,950.36,34.67019438,25.583333333333332,135.173371,298.1889115,High_spent_Medium_value_payments,543.3063842,1,0,0,0,0,0,0,0,0,2,0.0
91,CUS_0xc0ab,April,33,Engineer,88640.24,7266.686667,3,6,1,2,4,2.0,3.51,3.0,Good,950.36,31.82853557,25.666666666666668,135.173371,,Low_spent_Small_value_payments,86.63611983,1,0,0,0,0,0,0,0,0,2,0.0
92,CUS_0xc0ab,May,33,Engineer,88640.24,7266.686667,3,6,1,2,4,2.0,3.51,3.0,Good,950.36,34.70283693,25.75,135.173371,279.6186221,High_spent_Medium_value_payments,561.8766736,1,0,0,0,0,0,0,0,0,1,0.0
93,CUS_0xc0ab,June,33,Engineer,88640.24,7266.686667,3,6,1,2,4,0.0,3.51,3.0,Good,950.36,38.32363895,25.833333333333332,135.173371,686.1262166,Low_spent_Small_value_payments,195.3690791,1,0,0,0,0,0,0,0,0,1,0.0
94,CUS_0xc0ab,July,33,Engineer,88640.24,,3,6,1,2,4,2.0,3.51,3.0,,950.36,25.9791728,25.916666666666668,80357.0,164.0748219,High_spent_Large_value_payments,667.4204738,1,0,0,0,0,0,0,0,0,1,0.0
95,CUS_0xc0ab,August,33,Engineer,88640.24,7266.686667,3,6,1,2,-1,,3.51,3.0,Good,950.36,30.87079911,26.0,135.173371,98.44195128,High_spent_Large_value_payments,733.0533444,1,0,0,0,0,0,0,0,0,1,0.0
96,CUS_0x3e45,January,35,Entrepreneur,54392.16,4766.68,6,4,14,3,10,8.0,5.54,3.0,Standard,179.22,25.64924607,26.833333333333332,124.3920824,243.7354374,Low_spent_Large_value_payments,378.5404802,0,0,0,0,1,0,0,1,1,2,1.0
97,CUS_0x3e45,February,35,Entrepreneur,54392.16,4766.68,6,4,14,3,10,10.0,4.54,3.0,Standard,179.22,29.40877528,26.916666666666668,124.3920824,142.7518641,High_spent_Medium_value_payments,459.5240535,0,0,0,0,1,0,0,1,1,2,1.0
98,CUS_0x3e45,March,35,Entrepreneur,54392.16,,6,4,14,3,15,11.0,5.54,3.0,,179.22,31.25892847,27.0,124.3920824,33.34956859,High_spent_Large_value_payments,558.926349,0,0,0,0,1,0,0,1,1,2,
99,CUS_0x3e45,April,35,Entrepreneur,54392.16,4766.68,6,4,14,3,10,7.0,0.54,3.0,Standard,179.22,27.19258741,27.083333333333332,124.3920824,494.8422277,Low_spent_Small_value_payments,147.4336899,0,0,0,0,1,0,0,1,1,2,1.0
100,CUS_0x3e45,May,35,Entrepreneur,54392.16,4766.68,6,4,14,3,10,8.0,11.54,3.0,Standard,179.22,34.59532446,27.166666666666668,124.3920824,233.1184454,Low_spent_Small_value_payments,409.1574722,0,0,0,0,1,0,0,1,1,2,1.0
101,CUS_0x3e45,June,35,Entrepreneur,54392.16,4766.68,6,4,14,3,10,8.0,5.54,3.0,,179.22,23.1950254,27.25,124.3920824,635.1465605,Low_spent_Small_value_payments,7.129357074,0,0,0,0,1,0,0,1,1,2,1.0
102,CUS_0x3e45,July,36,Entrepreneur,54392.16,4766.68,6,4,14,3,10,8.0,5.54,7.0,Standard,179.22,35.11253199,27.333333333333332,124.3920824,158.1124035,Low_spent_Large_value_payments,464.1635141,0,0,0,0,1,0,0,1,1,2,1.0
103,CUS_0x3e45,August,36,Entrepreneur,54392.16,4766.68,6,4,14,3,10,8.0,5.54,7.0,Standard,179.22,32.87880507,27.416666666666668,124.3920824,495.1178979,Low_spent_Small_value_payments,147.1580197,0,0,0,0,1,0,0,1,1,2,1.0
104,CUS_0x6c66,January,39,Manager,8701.545,,6,5,32,7,23,9.0,8.86,6.0,,2602.69,24.52316385,8.916666666666666,36.54819717,13.06620992,Low_spent_Large_value_payments,272.2984679,1,0,0,0,1,1,1,1,0,3,1.0
105,CUS_0x6c66,February,39,Manager,8701.545,519.12875,6,5,32,7,23,9.0,8.86,6.0,Standard,2602.69,39.9025176,9.0,36.54819717,34.71516394,Low_spent_Large_value_payments,250.6495139,1,0,0,0,1,1,1,1,0,3,1.0
